"DateTime","Players"
2017-01-28,584
2017-01-29,582
2017-01-30,512
2017-01-31,458
2017-02-01,468
2017-02-02,465
2017-02-03,485
2017-02-04,596
2017-02-05,643
2017-02-06,500
2017-02-07,422
2017-02-08,404
2017-02-09,425
2017-02-10,410
2017-02-11,524
2017-02-12,545
2017-02-13,431
2017-02-14,344
2017-02-15,332
2017-02-16,319
2017-02-17,367
2017-02-18,447
2017-02-19,470
2017-02-20,347
2017-02-21,317
2017-02-22,316
2017-02-23,309
2017-02-24,304
2017-02-25,375
2017-02-26,404
2017-02-27,333
2017-02-28,268
2017-03-01,293
2017-03-02,257
2017-03-03,258
2017-03-04,343
2017-03-05,365
2017-03-06,266
2017-03-07,233
2017-03-08,247
2017-03-09,238
2017-03-10,222
2017-03-11,305
2017-03-12,340
2017-03-13,278
2017-03-14,237
2017-03-15,239
2017-03-16,217
2017-03-17,237
2017-03-18,262
2017-03-19,291
2017-03-20,211
2017-03-21,178
2017-03-22,103
2017-03-23,223
2017-03-24,407
2017-03-25,559
2017-03-26,670
2017-03-27,554
2017-03-28,448
2017-03-29,381
2017-03-30,357
2017-03-31,376
2017-04-01,476
2017-04-02,445
2017-04-03,360
2017-04-04,270
2017-04-05,268
2017-04-06,236
2017-04-07,307
2017-04-08,342
2017-04-09,344
2017-04-10,270
2017-04-11,251
2017-04-12,230
2017-04-13,248
2017-04-14,297
2017-04-15,323
2017-04-16,318
2017-04-17,268
2017-04-18,213
2017-04-19,222
2017-04-20,220
2017-04-21,240
2017-04-22,290
2017-04-23,278
2017-04-24,234
2017-04-25,182
2017-04-26,181
2017-04-27,180
2017-04-28,223
2017-04-29,248
2017-04-30,279
2017-05-01,252
2017-05-02,238
2017-05-03,195
2017-05-04,199
2017-05-05,230
2017-05-06,274
2017-05-07,262
2017-05-08,234
2017-05-09,186
2017-05-10,186
2017-05-11,195
2017-05-12,202
2017-05-13,252
2017-05-14,246
2017-05-15,184
2017-05-16,181
2017-05-17,167
2017-05-18,181
2017-05-19,191
2017-05-20,256
2017-05-21,255
2017-05-22,204
2017-05-23,177
2017-05-24,184
2017-05-25,190
2017-05-26,181
2017-05-27,219
2017-05-28,227
2017-05-29,225
2017-05-30,212
2017-05-31,188
2017-06-01,181
2017-06-02,195
2017-06-03,221
2017-06-04,250
2017-06-05,225
2017-06-06,198
2017-06-07,186
2017-06-08,188
2017-06-09,204
2017-06-10,227
2017-06-11,234
2017-06-12,194
2017-06-13,193
2017-06-14,183
2017-06-15,201
2017-06-16,200
2017-06-17,239
2017-06-18,239
2017-06-19,208
2017-06-20,183
2017-06-21,182
2017-06-22,173
2017-06-23,224
2017-06-24,298
2017-06-25,341
2017-06-26,288
2017-06-27,279
2017-06-28,280
2017-06-29,275
2017-06-30,301
2017-07-01,348
2017-07-02,418
2017-07-03,367
2017-07-04,368
2017-07-05,356
2017-07-06,332
2017-07-07,317
2017-07-08,366
2017-07-09,370
2017-07-10,322
2017-07-11,271
2017-07-12,275
2017-07-13,277
2017-07-14,293
2017-07-15,334
2017-07-16,363
2017-07-17,314
2017-07-18,251
2017-07-19,250
2017-07-20,239
2017-07-21,276
2017-07-22,285
2017-07-23,283
2017-07-24,232
2017-07-25,239
2017-07-26,231
2017-07-27,226
2017-07-28,220
2017-07-29,260
2017-07-30,294
2017-07-31,217
2017-08-01,232
2017-08-02,208
2017-08-03,201
2017-08-04,224
2017-08-05,249
2017-08-06,274
2017-08-07,226
2017-08-08,199
2017-08-09,202
2017-08-10,209
2017-08-11,207
2017-08-12,265
2017-08-13,274
2017-08-14,214
2017-08-15,222
2017-08-16,200
2017-08-17,295
2017-08-18,515
2017-08-19,794
2017-08-20,911
2017-08-21,763
2017-08-22,655
2017-08-23,598
2017-08-24,548
2017-08-25,542
2017-08-26,618
2017-08-27,564
2017-08-28,442
2017-08-29,414
2017-08-30,370
2017-08-31,380
2017-09-01,352
2017-09-02,458
2017-09-03,443
2017-09-04,346
2017-09-05,290
2017-09-06,280
2017-09-07,302
2017-09-08,292
2017-09-09,368
2017-09-10,391
2017-09-11,267
2017-09-12,273
2017-09-13,326
2017-09-14,338
2017-09-15,365
2017-09-16,440
2017-09-17,462
2017-09-18,352
2017-09-19,359
2017-09-20,353
2017-09-21,319
2017-09-22,341
2017-09-23,402
2017-09-24,423
2017-09-25,322
2017-09-26,305
2017-09-27,297
2017-09-28,273
2017-09-29,298
2017-09-30,382
2017-10-01,376
2017-10-02,271
2017-10-03,287
2017-10-04,254
2017-10-05,285
2017-10-06,289
2017-10-07,380
2017-10-08,382
2017-10-09,302
2017-10-10,239
2017-10-11,238
2017-10-12,242
2017-10-13,268
2017-10-14,314
2017-10-15,333
2017-10-16,278
2017-10-17,242
2017-10-18,241
2017-10-19,236
2017-10-20,235
2017-10-21,363
2017-10-22,349
2017-10-23,265
2017-10-24,233
2017-10-25,231
2017-10-26,249
2017-10-27,330
2017-10-28,439
2017-10-29,541
2017-10-30,411
2017-10-31,427
2017-11-01,435
2017-11-02,484
2017-11-03,414
2017-11-04,492
2017-11-05,476
2017-11-06,350
2017-11-07,297
2017-11-08,263
2017-11-09,261
2017-11-10,315
2017-11-11,387
2017-11-12,363
2017-11-13,258
2017-11-14,248
2017-11-15,271
2017-11-16,235
2017-11-17,263
2017-11-18,332
2017-11-19,331
2017-11-20,286
2017-11-21,251
2017-11-22,253
2017-11-23,342
2017-11-24,395
2017-11-25,475
2017-11-26,497
2017-11-27,381
2017-11-28,382
2017-11-29,358
2017-11-30,335
2017-12-01,360
2017-12-02,444
2017-12-03,398
2017-12-04,327
2017-12-05,294
2017-12-06,281
2017-12-07,294
2017-12-08,307
2017-12-09,333
2017-12-10,350
2017-12-11,269
2017-12-12,254
2017-12-13,225
2017-12-14,250
2017-12-15,266
2017-12-16,305
2017-12-17,304
2017-12-18,250
2017-12-19,267
2017-12-20,279
2017-12-21,285
2017-12-22,303
2017-12-23,373
2017-12-24,446
2017-12-25,487
2017-12-26,468
2017-12-27,474
2017-12-28,488
2017-12-29,515
2017-12-30,543
2017-12-31,529
2018-01-01,572
2018-01-02,525
2018-01-03,484
2018-01-04,498
2018-01-05,486
2018-01-06,495
2018-01-07,499
2018-01-08,426
2018-01-09,363
2018-01-10,341
2018-01-11,341
2018-01-12,375
2018-01-13,420
2018-01-14,450
2018-01-15,408
2018-01-16,377
2018-01-17,350
2018-01-18,331
2018-01-19,332
2018-01-20,418
2018-01-21,410
2018-01-22,346
2018-01-23,323
2018-01-24,318
2018-01-25,311
2018-01-26,329
2018-01-27,393
2018-01-28,389
2018-01-29,321
2018-01-30,289
2018-01-31,299
2018-02-01,275
2018-02-02,287
2018-02-03,342
2018-02-04,388
2018-02-05,292
2018-02-06,257
2018-02-07,259
2018-02-08,241
2018-02-09,270
2018-02-10,311
2018-02-11,366
2018-02-12,268
2018-02-13,271
2018-02-14,241
2018-02-15,232
2018-02-16,251
2018-02-17,335
2018-02-18,341
2018-02-19,240
2018-02-20,232
2018-02-21,216
2018-02-22,203
2018-02-23,234
2018-02-24,295
2018-02-25,314
2018-02-26,230
2018-02-27,211
2018-02-28,216
2018-03-01,236
2018-03-02,234
2018-03-03,309
2018-03-04,307
2018-03-05,227
2018-03-06,189
2018-03-07,196
2018-03-08,221
2018-03-09,232
2018-03-10,284
2018-03-11,290
2018-03-12,217
2018-03-13,202
2018-03-14,209
2018-03-15,200
2018-03-16,218
2018-03-17,281
2018-03-18,290
2018-03-19,250
2018-03-20,233
2018-03-21,221
2018-03-22,208
2018-03-23,219
2018-03-24,322
2018-03-25,311
2018-03-26,228
2018-03-27,209
2018-03-28,222
2018-03-29,228
2018-03-30,274
2018-03-31,299
2018-04-01,274
2018-04-02,263
2018-04-03,214
2018-04-04,210
2018-04-05,226
2018-04-06,248
2018-04-07,290
2018-04-08,315
2018-04-09,250
2018-04-10,232
2018-04-11,231
2018-04-12,244
2018-04-13,247
2018-04-14,335
2018-04-15,337
2018-04-16,255
2018-04-17,208
2018-04-18,212
2018-04-19,222
2018-04-20,220
2018-04-21,306
2018-04-22,322
2018-04-23,252
2018-04-24,223
2018-04-25,232
2018-04-26,228
2018-04-27,230
2018-04-28,311
2018-04-29,322
2018-04-30,269
2018-05-01,282
2018-05-02,222
2018-05-03,206
2018-05-04,235
2018-05-05,278
2018-05-06,291
2018-05-07,235
2018-05-08,215
2018-05-09,212
2018-05-10,217
2018-05-11,223
2018-05-12,295
2018-05-13,300
2018-05-14,225
2018-05-15,219
2018-05-16,204
2018-05-17,206
2018-05-18,217
2018-05-19,277
2018-05-20,284
2018-05-21,244
2018-05-22,211
2018-05-23,217
2018-05-24,223
2018-05-25,242
2018-05-26,285
2018-05-27,301
2018-05-28,265
2018-05-29,233
2018-05-30,237
2018-05-31,247
2018-06-01,246
2018-06-02,289
2018-06-03,304
2018-06-04,253
2018-06-05,229
2018-06-06,224
2018-06-07,200
2018-06-08,218
2018-06-09,282
2018-06-10,268
2018-06-11,228
2018-06-12,234
2018-06-13,220
2018-06-14,257
2018-06-15,262
2018-06-16,324
2018-06-17,331
2018-06-18,276
2018-06-19,295
2018-06-20,283
2018-06-21,299
2018-06-22,435
2018-06-23,718
2018-06-24,788
2018-06-25,622
2018-06-26,637
2018-06-27,664
2018-06-28,644
2018-06-29,667
2018-06-30,768
2018-07-01,833
2018-07-02,686
2018-07-03,648
2018-07-04,702
2018-07-05,685
2018-07-06,717
2018-07-07,683
2018-07-08,697
2018-07-09,590
2018-07-10,526
2018-07-11,495
2018-07-12,521
2018-07-13,546
2018-07-14,651
2018-07-15,704
2018-07-16,615
2018-07-17,563
2018-07-18,543
2018-07-19,496
2018-07-20,499
2018-07-21,584
2018-07-22,631
2018-07-23,533
2018-07-24,521
2018-07-25,505
2018-07-26,488
2018-07-27,504
2018-07-28,590
2018-07-29,613
2018-07-30,503
2018-07-31,492
2018-08-01,448
2018-08-02,438
2018-08-03,449
2018-08-04,539
2018-08-05,527
2018-08-06,442
2018-08-07,429
2018-08-08,382
2018-08-09,370
2018-08-10,370
2018-08-11,432
2018-08-12,474
2018-08-13,399
2018-08-14,338
2018-08-15,331
2018-08-16,332
2018-08-17,337
2018-08-18,412
2018-08-19,451
2018-08-20,353
2018-08-21,310
2018-08-22,304
2018-08-23,294
2018-08-24,324
2018-08-25,393
2018-08-26,416
2018-08-27,286
2018-08-28,307
2018-08-29,286
2018-08-30,273
2018-08-31,285
2018-09-01,369
2018-09-02,362
2018-09-03,345
2018-09-04,268
2018-09-05,236
2018-09-06,240
2018-09-07,276
2018-09-08,349
2018-09-09,340
2018-09-10,268
2018-09-11,244
2018-09-12,243
2018-09-13,230
2018-09-14,252
2018-09-15,284
2018-09-16,337
2018-09-17,243
2018-09-18,231
2018-09-19,228
2018-09-20,352
2018-09-21,436
2018-09-22,566
2018-09-23,662
2018-09-24,510
2018-09-25,461
2018-09-26,416
2018-09-27,424
2018-09-28,407
2018-09-29,494
2018-09-30,561
2018-10-01,378
2018-10-02,371
2018-10-03,359
2018-10-04,346
2018-10-05,358
2018-10-06,448
2018-10-07,453
2018-10-08,332
2018-10-09,295
2018-10-10,278
2018-10-11,287
2018-10-12,360
2018-10-13,423
2018-10-14,421
2018-10-15,300
2018-10-16,288
2018-10-17,274
2018-10-18,269
2018-10-19,290
2018-10-20,376
2018-10-21,372
2018-10-22,265
2018-10-23,257
2018-10-24,262
2018-10-25,247
2018-10-26,265
2018-10-27,364
2018-10-28,343
2018-10-29,290
2018-10-30,323
2018-10-31,394
2018-11-01,433
2018-11-02,474
2018-11-03,489
2018-11-04,485
2018-11-05,375
2018-11-06,309
2018-11-07,311
2018-11-08,296
2018-11-09,338
2018-11-10,433
2018-11-11,370
2018-11-12,321
2018-11-13,264
2018-11-14,251
2018-11-15,272
2018-11-16,271
2018-11-17,339
2018-11-18,375
2018-11-19,295
2018-11-20,250
2018-11-21,252
2018-11-22,337
2018-11-23,365
2018-11-24,459
2018-11-25,487
2018-11-26,423
2018-11-27,349
2018-11-28,364
2018-11-29,358
2018-11-30,340
2018-12-01,436
2018-12-02,417
2018-12-03,348
2018-12-04,285
2018-12-05,287
2018-12-06,292
2018-12-07,316
2018-12-08,365
2018-12-09,387
2018-12-10,295
2018-12-11,303
2018-12-12,292
2018-12-13,280
2018-12-14,295
2018-12-15,348
2018-12-16,354
2018-12-17,278
2018-12-18,283
2018-12-19,284
2018-12-20,286
2018-12-21,352
2018-12-22,468
2018-12-23,510
2018-12-24,503
2018-12-25,527
2018-12-26,548
2018-12-27,577
2018-12-28,556
2018-12-29,612
2018-12-30,630
2018-12-31,598
2019-01-01,623
2019-01-02,562
2019-01-03,641
2019-01-04,831
2019-01-05,1041
2019-01-06,1197
2019-01-07,972
2019-01-08,862
2019-01-09,797
2019-01-10,724
2019-01-11,712
2019-01-12,874
2019-01-13,947
2019-01-14,775
2019-01-15,720
2019-01-16,691
2019-01-17,690
2019-01-18,733
2019-01-19,901
2019-01-20,903
2019-01-21,751
2019-01-22,669
2019-01-23,702
2019-01-24,672
